Group,List,List_subgroup,List_short_name,List_long_name,Sort,MSFD reporting 2012 (Art. 8-9-10),MSFD reporting 2014 (Art. 11),MSFD reporting 2016 (Art. 13-14),MSFD reporting 2018 (Art. 8-9-10),
Assessment,Unit,Parameter,items/m2,number of items per square metre,,,,,Y,
Assessment,Unit,Parameter,Other,other,,,,,Y,
Assessment,Unit,Parameter,%,Percentage,,,,,Y,
Assessment,Unit,Parameter,%/yr,Percentage per year (breeding colony failures),,,,,Y,
Assessment,Unit,Parameter,pg/g ww,picogram per gram of wet weight,,,,,Y,
Assessment,Unit,Parameter,proportion ind.>50cm,Proportion of individuals > 50cm long (large fish index),,,,,Y,
Assessment,Unit,Parameter,{ratio},ratio,,,,,Y,
Assessment,Unit,Parameter,km2,square kilometre,,,,,Y,
Assessment,Unit,Parameter,t,tonne,,,,,Y,
Assessment,Unit,Proportion threshold value,km2 habitat affected,Extent in km2 of habitat adversely affected,,,,,Y,
Assessment,Unit,Proportion threshold value,km2 MRU affected,Extent in km2 of MRU adversely affected,,,,,Y,
Assessment,Unit,Proportion threshold value,km2 pressure,Extent in km2 of pressure,,,,,Y,
Assessment,Unit,Proportion threshold value,NotRelevant,Not relevant,,,,,Y,
Assessment,Unit,Proportion threshold value,% area habitat achieve TV,Percentage area of habitat in Marine Reporting Unit achieving threshold value,,,,,Y,
Assessment,Unit,Proportion threshold value,% area MRU achieve TV,Percentage area of Marine Reporting Unit achieving threshold value,,,,,Y,
Assessment,Unit,Proportion threshold value,% population achieve TV,Percentage of population achieving threshold value,,,,,Y,
Assessment,Unit,Proportion threshold value,% samples achieve TV,Percentage of samples achieving threshold value,,,,,Y,
Assessment,Unit,Proportion threshold value,% species group affected,Percentage of species group adversely affected,,,,,Y,
Assessment type,Assessment type,Economic and social analysis - approach,ESAWaterAccounts,Economic and social analysis - water accounts approach,1,Metadata topics,,,,
Assessment type,Assessment type,Economic and social analysis - approach,ESACost,Economic and social analysis - cost-based approach,2,,,,Y,
Assessment type,Assessment type,Economic and social analysis - approach,ESAEcosystemServices,Economic and social analysis - ecosystem services approach,3,Metadata topics,,,Y,
Assessment type,Assessment type,Economic and social analysis - approach,ESAThematic,Economic and social analysis - thematic approach,4,Metadata topics,,,Y,
Assessment type,Assessment type,Economic and social analysis - approach,ESAOther,Economic and social analysis - other approach,5,Metadata topics,,,Y,
Assessment type,Assessment type,Economic and social analysis - cost of degradation,DegradationAnalysis,Analysis-cost of degradation,11,Metadata topics,,,,
Assessment type,Assessment type,Economic and social analysis - cost of degradation,DegradationCostBased,Cost of degradation - cost-based approach,12,Metadata topics,,,,
Assessment type,Assessment type,Economic and social analysis - cost of degradation,DegradationEcoServices,Cost of degradation - ecosystem services approach,13,Metadata topics,,,,
Assessment type,Assessment type,Economic and social analysis - cost of degradation,DegradationThematic,Cost of degradation - thematic approach,14,Metadata topics,,,,
Assessment type,Assessment type,Economic and social analysis - indicator,ESAIndicator-all,Analysis-of socio-economic indicators (all),6,Metadata topics,,,,
Assessment type,Assessment type,Economic and social analysis - indicator,ESAIndicatorProduction,Analysis-of socio-economic indicators (production value),7,Metadata topics,,,,
Assessment type,Assessment type,Economic and social analysis - indicator,ESAIndicatorValue,Analysis-of socio-economic indicators (added value),8,Metadata topics,,,,
Assessment type,Assessment type,Economic and social analysis - indicator,ESAIndicatorEmployment,Analysis-of socio-economic indicators (employment),9,Metadata topics,,,,
Assessment type,Assessment type,Economic and social analysis - indicator,ESAIndicatorOther,Analysis-of socio-economic indicators (other),10,Metadata topics,,,,
Assessment type,Assessment type,Environmental state - analysis,Analysis-all,Analysis (all aspects),1,Metadata topic,,,,
Assessment type,Assessment type,Environmental state - analysis,AnalysisCharactTrend,"Analysis-of characteristics/trends (state, pressure or use)",2,Metadata topic,,,,
Assessment type,Assessment type,Environmental state - analysis,AnalysisPressureImpact,Analysis-of pressures & impacts on state,3,Metadata topic,,,,
Assessment type,Assessment type,Environmental state - analysis,AnalysisActivityfromPressure,Analysis-of activities from pressures,4,Metadata topic,,,,
Assessment type,Assessment type,Environmental state - analysis,AnalysisPressurefromActivity,Analysis-of pressures from activities,5,Metadata topic,,,,
Assessment type,Assessment type,Environmental state - status assessment,Assessment,Assessment (of status),12,Metadata topic,,,,
Data,Data,Access mechanism,Location international DC,"Provide location of data in international data centre (e.g. RSC, ICES, EEA, EMODnet)",,,Y,,,
Data,Data,Access mechanism,Location national DC,Provide location of data in national data centre,,,Y,,,
Data,Data,Access mechanism,URLdownload,Providing URL to download data,,,Y,,,
Data,Data,Access mechanism,URLview,Providing URL to view data,,,Y,,,
Data,Data,Access rights,Not available,Data will not be available,,,Y,,,
Data,Data,Access rights,Moratorium,Moratorium,,,Y,,,
Data,Data,Access rights,Open,Open access,,,Y,,,
Data,Data,Access rights,RestrictedGeneral,Restricted by general licence,,,Y,,,
Data,Data,Access rights,RestrictedSpecific,Restricted by specific licence,,,Y,,,
Data,Data,Data aggregation scale,EU ,EU ,1,,Y,,,
Data,Data,Data aggregation scale,Region ,Region ,2,,Y,,,
Data,Data,Data aggregation scale,Subregion,Subregion,3,,Y,,,
Data,Data,Data aggregation scale,Other,Other (specify),4,,Y,,,
Data,Data,Data aggregation scale,Unknown,Unknown,5,,Y,,,
Data,Data,Degree of processing,UnprocessedData,Unprocessed/raw data,1,,Y,,,
Data,Data,Degree of processing,ProcessedData,Processed data sets,2,,Y,,,
Data,Data,Degree of processing,DataProducts,Data products,3,,Y,,,
Data,Data,Degree of processing,Modelled data,Simulated (modelled) data,4,,Y,,,
Data,Data,Language (metadata),bg,Bulgarian,1,Y,,,,
Data,Data,Language (metadata),es,Spanish,2,Y,,,,
Data,Data,Language (metadata),cs,Czech,3,Y,,,,
Data,Data,Language (metadata),da ,Danish,4,Y,,,,
Data,Data,Language (metadata),de,German,5,Y,,,,
Data,Data,Language (metadata),et,Estonian,6,Y,,,,
Data,Data,Language (metadata),el,Greek,7,Y,,,,
Data,Data,Language (metadata),en,English,8,Y,,,,
Data,Data,Language (metadata),fr,French,9,Y,,,,
Data,Data,Language (metadata),ga,Irish,10,Y,,,,
Data,Data,Language (metadata),it,Italian,11,Y,,,,
Data,Data,Language (metadata),lv,Latvian,12,Y,,,,
Data,Data,Language (metadata),lt,Lithuanian,13,Y,,,,
Data,Data,Language (metadata),hr,Croatian,14,Y,,,,
Data,Data,Language (metadata),hu,Hungarian,15,Y,,,,
Data,Data,Language (metadata),mt,Maltese,16,Y,,,,
Data,Data,Language (metadata),nl,Dutch,17,Y,,,,
Data,Data,Language (metadata),pl,Polish,18,Y,,,,
Data,Data,Language (metadata),pt,Portuguese,19,Y,,,,
Data,Data,Language (metadata),ro,Romanian,20,Y,,,,
Data,Data,Language (metadata),sk,Slovak,21,Y,,,,
Data,Data,Language (metadata),sl,Slovenian,22,Y,,,,
Data,Data,Language (metadata),fi,Finnish,23,Y,,,,
Data,Data,Language (metadata),sv,Swedish,24,Y,,,,
Data,Data standard,INSPIRE standard,AquacultureFacilities,Agriculture and aquaculture facilities,,,Y,,,
Data,Data standard,INSPIRE standard,ManagementZonesReportingUnits,Area management/restriction/regulation zones and reporting units,,,Y,,,
Data,Data standard,INSPIRE standard,EnvMonitoringFacilities,Environmental monitoring facilities,,,Y,,,
Data,Data standard,INSPIRE standard,Geology,Geology,,,Y,,,
Data,Data standard,INSPIRE standard,HabitatsBiotopes,Habitats and biotopes,,,Y,,,
Data,Data standard,INSPIRE standard,Hydrography,Hydrography,,,Y,,,
Data,Data standard,INSPIRE standard,LandCover,Land cover,,,Y,,,
Data,Data standard,INSPIRE standard,LandUse,Land use,,,Y,,,
Data,Data standard,INSPIRE standard,OceanographicFeatures,Oceanographic geographical features,,,Y,,,
Data,Data standard,INSPIRE standard,ProtectedSites,Protected sites,,,Y,,,
Data,Data standard,INSPIRE standard,SeaRegions,Sea regions,,,Y,,,
Data,Data standard,INSPIRE standard,SpeciesDistribution,Species distribution,,,Y,,,
Data,Data standard,Metadata standard,SeaDataNet CDI,SeaDataNet Common Data Index,1,Y,,,,
Data,Data standard,Metadata standard,SeaDataNet EDMED,SeaDataNet Directory of Marine Environmental Data,2,Y,,,,
Data,Data standard,Metadata standard,Darwin,Darwin core,3,Y,,,,
Data,Data standard,Metadata standard,OGC,Open geospatial consortium,4,Y,,,,
Data,Data standard,Metadata standard,ODS,Ocean Data Standards,5,Y,,,,
Data,Data standard,Metadata standard,INSPIRE,INSPIRE,6,Y,,,,
Data,Data standard,Metadata standard,ISO19115,ISO19115,7,Y,,,,
Data,Data standard,Metadata standard,ISO19139,ISO19139,8,Y,,,,
Data,Data standard,Metadata standard,Other ISO,Other ISO compliant standard,9,Y,,,,
Data,Data standard,Metadata standard,Other non-ISO,Other ISO non-compliant standard,10,Y,,,,
Feature,A - Ecosystems,A - Ecosystems,EcosysElemAll,All marine ecosystem elements,1,,,,Y,
Feature,A - Ecosystems,A - Ecosystems,,MS-defined features,2,Y,,,,
Feature,B - Species,A - Species,Species,Species,1,,,,Y,
Feature,B - Species,A - Species,SpeciesAll,Species - all,2,,,,Y,
Feature,B - Species,A - Species,,MS-defined species,3,Y,,,,
Feature,B - Species,B - Species - listed,SpeciesListedAll,Species - listed (all),4,Y,,,,
Feature,B - Species,B - Species - listed,,MS-defined species (from Convention lists),5,Y,,,,
Feature,B - Species,C - Species - commercial fish and shellfish,SpeciesCommercial,Commercially-exploited fish and shellfish,6,,,,Y,
Feature,B - Species,C - Species - commercial fish and shellfish,,MS-defined species  ,7,Y,,,,
Feature,B - Species,D - Species - non-indigenous,NIS-Invasive,Species - non-indigenous invasive,8,Y,,,,
Feature,B - Species,D - Species - non-indigenous,NIS-NonInvasive,Species - non-indigenous non-invasive,9,Y,,,,
Feature,B - Species,D - Species - non-indigenous,NIS-inventory,Species - non-indigenous - inventory,10,Y,,,,
Feature,B - Species,D - Species - non-indigenous,NIS-new,Newly-introduced non-indigenous species,11,,,,Y,
Feature,B - Species,D - Species - non-indigenous,NIS-established,Established non-indigenous species,12,,,,Y,
Feature,C - Habitats,A - Habitats,HabAll,Marine habitats - all,1,,,,Y,
Feature,C - Habitats,A - Habitats,HabSpecialAll,Special habitats - all,2,Y,,,,
Feature,C - Habitats,A - Habitats,HabOther,Other habitat types,3,MS-defined habitat (from Convention lists),,,Y,
Feature,C - Habitats,A - Habitats,HabOther,Other habitat types,4,MS-defined habitat (using EUNIS classes),,,Y,
Feature,C - Habitats,B - Habitats - benthic,HabBenAll,Benthic habitats - all,5,Seabed habitats - all,Seabed habitats - all,Y,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenBroad,Benthic broad habitats,6,,,,Y,
Feature,C - Habitats,B - Habitats - benthic,HabBenOther,Other benthic habitats,7,,,,Y,
Feature,C - Habitats,B - Habitats - benthic,HabBenLitRock,Littoral rock and biogenic reef,8,Y,Y,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenLitSed,Littoral sediment,9,Y,Y,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenInfralitRock,Infralittoral rock and biogenic reef ,10,Shallow sublittoral rock and biogenic reef,Shallow sublittoral rock and biogenic reef,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenInfralitCoarSed,Infralittoral coarse sediment ,11,Shallow sublittoral coarse sediment,Shallow sublittoral coarse sediment,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenInfralitMxdSed,Infralittoral mixed sediment ,12,Shallow sublittoral mixed sediment,Shallow sublittoral mixed sediment,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenInfralitSand,Infralittoral sand ,13,Shallow sublittoral sand,Shallow sublittoral sand,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenInfralitMud,Infralittoral mud ,14,Shallow sublittoral mud,Shallow sublittoral mud,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenCircalitRock,Circalittoral rock and biogenic reef ,15,Shallow sublittoral rock and biogenic reef,Shallow sublittoral rock and biogenic reef,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenCircalitCoarSed,Circalittoral coarse sediment ,16,Shallow sublittoral coarse sediment,Shallow sublittoral coarse sediment,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenCircalitMxdSed,Circalittoral mixed sediment ,17,Shallow sublittoral mixed sediment,Shallow sublittoral mixed sediment,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenCircalitSand,Circalittoral sand ,18,Shallow sublittoral sand,Shallow sublittoral sand,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenCircalitMud,Circalittoral mud ,19,Shallow sublittoral mud,Shallow sublittoral mud,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenOffshRock,Offshore circalittoral rock and biogenic reef ,20,Shelf sublittoral rock and biogenic reef,Shelf sublittoral rock and biogenic reef,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenOffshCoarSed,Offshore circalittoral coarse sediment ,21,Shelf sublittoral coarse sediment,Shelf sublittoral coarse sediment,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenOffshMxdSed,Offshore circalittoral mixed sediment ,22,Shelf sublittoral mixed sediment,Shelf sublittoral mixed sediment,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenOffshSand,Offshore circalittoral sand ,23,Shelf sublittoral sand,Shelf sublittoral sand,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenOffshMud,Offshore circalittoral mud ,24,Shelf sublittoral mud,Shelf sublittoral mud,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenBathyalUpRock,Upper bathyal rock and biogenic reef,25,Y,Y,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenBathyalUpSed,Upper bathyal sediment,26,Y,Y,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenBathyalLowRock,Lower bathyal rock and biogenic reef,27,Y,Y,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenBathyalLowSed,Lower bathyal sediment,28,Y,Y,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenAbyssal,Abyssal ,29,Abyssal rock and biogenic reef,Abyssal rock and biogenic reef,-,y,
Feature,C - Habitats,B - Habitats - benthic,HabBenAbyssal,Abyssal ,30,Abyssal sediment,Abyssal sediment,-,y,
Feature,C - Habitats,C - Habitats - pelagic,HabPelagAll,Pelagic habitats - all,31,Water column habitats - all,Water column habitats - all,Y,y,
Feature,C - Habitats,C - Habitats - pelagic,HabPelagBroad,Pelagic broad habitats,32,,,,Y,
Feature,C - Habitats,C - Habitats - pelagic,HabPelagOther,Pelagic other habitats,33,,,,Y,
Feature,C - Habitats,C - Habitats - pelagic,HabPelagVarSalinity,Variable salinity,34,Reduced salinity water,Reduced salinity water,-,-,
Feature,C - Habitats,C - Habitats - pelagic,HabPelagVarSalinity,Variable salinity,35,Variable salinity (estuarine) water,Variable salinity (estuarine) water,-,y,
Feature,C - Habitats,C - Habitats - pelagic,HabPelagCoastal,Coastal,36,Marine water: coastal,Marine water: coastal,-,y,
Feature,C - Habitats,C - Habitats - pelagic,HabPelagShelf,Shelf,37,Marine water: shelf,Marine water: shelf,-,y,
Feature,C - Habitats,C - Habitats - pelagic,HabPelagOcean,Oceanic/beyond shelf,38,Marine water: oceanic,Marine water: oceanic,-,y,
Feature,C - Habitats,D - Habitats - ice,HabIce-associated,Ice-associated habitats,39,Y,Y,-,-,
Feature,C - Species Groups,A - Species group,SpeciesGroups,Species groups,1,,,,Y,
Feature,C - Species Groups,A - Species group,FunctionalGroupOther,Functional group - other (highly mobile/widely dispersed species groups),2,Y,Y,,,
Feature,C - Species Groups,B - Birds,BirdsAll,Birds (all marine species),3,Y,Y,Y,y,
Feature,C - Species Groups,B - Birds,BirdsGrazing,Grazing birds,4,Inshore herbivorous-feeding birds,Inshore herbivorous-feeding birds,-,y,
Feature,C - Species Groups,B - Birds,BirdsWading,Wading birds,5,Intertidal benthic-feeding birds,Intertidal benthic-feeding birds,-,y,
Feature,C - Species Groups,B - Birds,BirdsSurfaceFeeding,Surface-feeding birds,6,Inshore surface-feeding birds,Inshore surface-feeding birds,-,y,
Feature,C - Species Groups,B - Birds,BirdsSurfaceFeeding,Surface-feeding birds,7,Offshore surface-feeding birds,Offshore surface-feeding birds,-,y,
Feature,C - Species Groups,B - Birds,BirdsPelagicFeeding,Pelagic-feeding birds,8,Inshore pelagic-feeding birds,Inshore pelagic-feeding birds,-,y,
Feature,C - Species Groups,B - Birds,BirdsPelagicFeeding,Pelagic-feeding birds,9,Offshore pelagic-feeding birds,Offshore pelagic-feeding birds,-,y,
Feature,C - Species Groups,B - Birds,BirdsBenthicFeeding,Benthic-feeding birds,10,Inshore benthic-feeding birds,Inshore benthic-feeding birds,-,y,
Feature,C - Species Groups,B - Birds,BirdsIce-associated,Ice-associated birds,11,Y,Y,-,-,
Feature,C - Species Groups,C - Mammals,MamAll,Mammals (all marine species),12,Y,Y,Y,y,
Feature,C - Species Groups,C - Mammals,MamCetacSmall,Small toothed whales,13,Toothed whales,Toothed whales,-,y,
Feature,C - Species Groups,C - Mammals,MamCetacDeepDiving,Deep-diving toothed whales,14,Toothed whales,Toothed whales,-,y,
Feature,C - Species Groups,C - Mammals,MamCetacBaleenWhales,Baleen whales,15,Y,Y,-,y,
Feature,C - Species Groups,C - Mammals,MamSeals,Seals,16,Y,Y,-,y,
Feature,C - Species Groups,C - Mammals,MamIce-associated,Ice-associated mammals,17,Y,Y,-,-,
Feature,C - Species Groups,D - Reptiles,RepTurtles,Turtles,19,Y,Y,-,y,
Feature,C - Species Groups,E - Fish,FishAll,Fish (all marine species),20,Y,Y,Y,y,
Feature,C - Species Groups,E - Fish,FishDiadromous,Diadromous fish,21,Y,Y,-,-,
Feature,C - Species Groups,E - Fish,FishCoastal,Coastal fish,22,Y,Y,y,y,
Feature,C - Species Groups,E - Fish,FishPelagicShelf,Pelagic shelf fish,23,Pelagic fish,Pelagic fish,-,y,
Feature,C - Species Groups,E - Fish,FishPelagicShelf,Pelagic shelf fish,24,Pelagic elasmobranchs,Pelagic elasmobranchs,-,y,
Feature,C - Species Groups,E - Fish,FishDemersalShelf,Demersal shelf fish,25,Demersal fish,Demersal fish,-,y,
Feature,C - Species Groups,E - Fish,FishDemersalShelf,Demersal shelf fish,26,Demersal elasmobranchs,Demersal elasmobranchs,-,y,
Feature,C - Species Groups,E - Fish,FishDeepSea,Deep-sea fish,27,Deep-sea fish,Deep-sea fish,-,y,
Feature,C - Species Groups,E - Fish,FishDeepSea,Deep-sea fish,28,Deep-sea elasmobranchs,Deep-sea elasmobranchs,-,y,
Feature,C - Species Groups,E - Fish,FishIce-associated,Ice-associated fish,29,Y,Y,-,-,
Feature,C - Species Groups,F - Cephalopods,CephaAll,Cephalopods (all pelagic species),30,Y,Y,Y,y,
Feature,C - Species Groups,F - Cephalopods,CephaCoastShelf,Coastal/shelf pelagic cephalopods,31,Y,Y,-,y,
Feature,C - Species Groups,F - Cephalopods,CephDeepSea,Deep-sea pelagic cephalopods,32,Y,Y,-,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,PhyHydroCharacAll,All physical and hydrological characteristics,1,,,,Y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,Temperature,[Sea] Temperature,2,Y,Y,,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,Ice,Ice,3,Ice cover,Ice cover,,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,Currents,Current regime,4,Current velocity,Current velocity,,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,Waves,Wave regime,5,Wave exposure,Wave exposure,,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,Upwelling,Upwelling,6,Y,Y,,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,Mixing,Mixing,7,Mixing characteristics,Mixing characteristics,,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,ResidenceTime,Residence time,8,Y,Y,,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,FreshwaterInput,Freshwater input,9,,,,Y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,SeaLevel,Sea level,10,,,,Y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,Bathymetry,Bathymetry,11,Topography and bathymetry,Topography and bathymetry,,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,Turbidity,Turbidity (silt/sediment loads),12,Y,Y,,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,Transparency,Transparency,13,Y,Y,,y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,Sound,Sound,14,,,,Y,
Feature,D - Ecosystems-food webs,A - Physical & hydrological characteristics,SubstrateMorphology,Seabed substrate and morphology,15,,,,Y,
Feature,D - Ecosystems-food webs,B - Chemical characteristics,ChemCharacAll,All chemical characteristics,16,,,,Y,
Feature,D - Ecosystems-food webs,B - Chemical characteristics,Salinity,Salinity,17,Y,Y,,y,
Feature,D - Ecosystems-food webs,B - Chemical characteristics,Nutrients,"Nutrients (N, P)",18,"Nutrient levels (DIN, TN, DIP, TP, TOC)","Nutrient levels (DIN, TN, DIP, TP, TOC)",,y,
Feature,D - Ecosystems-food webs,B - Chemical characteristics,OrganicCarbon,Organic carbon,19,,,,Y,
Feature,D - Ecosystems-food webs,B - Chemical characteristics,pCO2,Dissolved carbon dioxide (pCO2),20,,,,Y,
Feature,D - Ecosystems-food webs,B - Chemical characteristics,Oxygen,Dissolved Oxygen,21,Oxygen levels,Oxygen levels,,y,
Feature,D - Ecosystems-food webs,B - Chemical characteristics,pH,pH,22,Y,Y,,y,
Feature,D - Ecosystems-food webs,C - Biological characteristics - trophic guild,TrophicGuildAll,All trophic guilds,23,,,,Y,
Feature,D - Ecosystems-food webs,C - Biological characteristics - trophic guild,TrophicGuildPrimProd,Primary producers,24,,,,y,
Feature,D - Ecosystems-food webs,C - Biological characteristics - trophic guild,TrophicGuildSecProd,Secondary producers,25,,,,y,
Feature,D - Ecosystems-food webs,C - Biological characteristics - trophic guild,TrophicGuildFilFeed,Filter-feeders,26,,,,y,
Feature,D - Ecosystems-food webs,C - Biological characteristics - trophic guild,TrophicGuildDepFeed,Deposit-feeders,27,,,,y,
Feature,D - Ecosystems-food webs,C - Biological characteristics - trophic guild,TrophicGuildPlankt,Planktivores,28,,,,y,
Feature,D - Ecosystems-food webs,C - Biological characteristics - trophic guild,TrophicGuildPredSApexPel,Sub-apex pelagic predators,29,,,,y,
Feature,D - Ecosystems-food webs,C - Biological characteristics - trophic guild,TrophicGuildPredSApexDem,Sub-apex demersal predators,30,,,,y,
Feature,D - Ecosystems-food webs,C - Biological characteristics - trophic guild,TrophicGuildPredApex,Apex predators,31,,,,y,
Feature,D - Ecosystems-food webs,D - Ecosystems,FoodWebs,Ecosystems including food webs,32,,,,Y,
Feature,D - Ecosystems-food webs,D - Ecosystems,EcosysCoastal,Coastal ecosystem,33,,,,Y,
Feature,D - Ecosystems-food webs,D - Ecosystems,EcosysShelf,Shelf ecosystem,34,,,,Y,
Feature,D - Ecosystems-food webs,D - Ecosystems,EcosysOceanic,Oceanic/deep-sea ecosystem,35,,,,Y,
Feature,E - PressureInput,A - Pressures - general,PresAll,All pressures,1,,,,Y,
Feature,E - PressureInput,A - Pressures - general,PresOther,Pressure - other,2,Y,Y,,,
Feature,E - PressureInput,B - Biological,PresBioAll,Biological pressures (all),1,Biological disturbance (all),Biological disturbance (all),,Y,
Feature,E - PressureInput,B - Biological,PresBioIntroNIS,Input or spread of non-indigenous species,2,Introduction of non-indigenous species and translocations,Introduction of non-indigenous species and translocations,,Y,
Feature,E - PressureInput,B - Biological,PresBioIntroMicroPath,Input of microbial pathogens,3,Introduction of microbial pathogens,Introduction of microbial pathogens,,Y,
Feature,E - PressureInput,B - Biological,PresBioIntroGenModSpp,Input of genetically modified species and translocation of native species,4,Genetically distinct forms of native species inventory,Genetically distinct forms of native species inventory,,Y,
Feature,E - PressureInput,B - Biological,PresBioCultHab,"Loss of, or change to, natural biological communities due to cultivation of animal or plant species",5,-,-,,Y,
Feature,E - PressureInput,B - Biological,PresBioDisturbSpp,"Disturbance of species (e.g. where they breed, rest and feed) due to human presence",6,-,-,,Y,
Feature,E - PressureInput,B - Biological,PresBioExtractSpp,"Extraction of, or mortality/injury to, wild species (by commercial and recreational fishing and other activities)",7,"Selective extraction of species, including non-target catches (all)","Selective extraction of species, including non-target catches (all)",,Y,
Feature,E - PressureInput,B - Biological,PresBioExtractSpp,"Extraction of, or mortality/injury to, wild species (by commercial and recreational fishing and other activities)",8,Extraction of species: fish & shellfish,Extraction of species: fish & shellfish,,y,
Feature,E - PressureInput,B - Biological,PresBioExtractSpp,"Extraction of, or mortality/injury to, wild species (by commercial and recreational fishing and other activities)",9,Extraction of species: maerl extraction,Extraction of species: maerl extraction,,y,
Feature,E - PressureInput,B - Biological,PresBioExtractSpp,"Extraction of, or mortality/injury to, wild species (by commercial and recreational fishing and other activities)",10,Extraction of species: other,Extraction of species: other,,y,
Feature,E - PressureInput,B - Biological,PresBioExtractSpp,"Extraction of, or mortality/injury to, wild species (by commercial and recreational fishing and other activities)",11,Extraction of species: seaweed harvesting,Extraction of species: seaweed harvesting,,y,
Feature,E - PressureInput,C - Physical,PresPhyAll,All physical pressures,1,,,,,
Feature,E - PressureInput,C - Physical,PresPhyDisturbSeabed,Physical disturbance to seabed,2,Physical damage (all),Physical damage (all),,y,
Feature,E - PressureInput,C - Physical,PresPhyDisturbSeabed,Physical disturbance to seabed,3,Physical damage (abrasion),Physical damage (abrasion),,y,
Feature,E - PressureInput,C - Physical,PresPhyDisturbSeabed,Physical disturbance to seabed,4,Physical damage (changes in siltation),Physical damage (changes in siltation),,y,
Feature,E - PressureInput,C - Physical,PresPhyDisturbSeabed,Physical disturbance to seabed,5,Physical damage (selective extraction),Physical damage (selective extraction),,y,
Feature,E - PressureInput,C - Physical,PresPhyDisturbSeabed,Physical disturbance to seabed,6,Physical disturbance (other),Physical disturbance (other),,y,
Feature,E - PressureInput,C - Physical,PresPhyLoss,Physical loss of the seabed,7,Physical loss (all),Physical loss (all),,y,
Feature,E - PressureInput,C - Physical,PresPhyLoss,Physical loss of the seabed,8,Physical loss (sealing),Physical loss (sealing),,y,
Feature,E - PressureInput,C - Physical,PresPhyLoss,Physical loss of the seabed,9,Physical loss (smothering),Physical loss (smothering),,y,
Feature,E - PressureInput,C - Physical,PresPhyHydroCond,Hydrographical changes to the seabed & water column,10,,,,Y,
Feature,E - PressureInput,C - Physical,PresPhyHydroCond,Changes to hydrological conditions,11,Interference with hydrological processes (all),Interference with hydrological processes (all),,y,
Feature,E - PressureInput,C - Physical,PresPhyHydroCond,Changes to hydrological conditions,12,Changes in salinity regime,Changes in salinity regime,,y,
Feature,E - PressureInput,C - Physical,PresPhyHydroCond,Changes to hydrological conditions,13,Changes in thermal regime,Changes in thermal regime,,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputAll,"All pressures related to inputs of substances, litter and energy",1,,,,Y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputNut,"Input of nutrients – diffuse sources, point sources, atmospheric deposition",2,Nutrient and organic matter enrichment (all),Nutrient and organic matter enrichment (all),,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputNut,"Input of nutrients – diffuse sources, point sources, atmospheric deposition",3,Inputs of fertilisers and other N- and P-rich substances,Inputs of fertilisers and other N- and P-rich substances,,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputOrg,Input of organic matter – diffuse sources and point sources,4,Inputs of organic matter,Inputs of organic matter,,y,
